pattern  missing_frac  noise_std stratum              method  n_points          mse       nll    cov90    cov95     mean_std   sigma2_obs  sigma2_hat
 bursty           0.5       0.10  d21_50    srif_transported     207.2 1.244619e+07  3.760502 0.889148 0.948636 2.701396e+03          NaN    0.010527
 bursty           0.5       0.10  d21_50 unhippo_linear_best     207.2 5.380243e-02  8.352504 1.000000 1.000000 1.706826e+03 1.000000e+08         NaN
 bursty           0.5       0.10  d21_50 unhippo_native_best     207.2 4.387671e+01 13.407364 1.000000 1.000000 1.231823e+07 1.000000e+13         NaN
 bursty           0.5       0.10  d21_50    unhippo_zoh_best     207.2 2.862201e-01 10.951549 1.000000 1.000000 2.335404e+04 1.000000e+11         NaN
 bursty           0.5       0.10    d50p         legs_linear     220.2 6.242475e-01       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.5       0.10    d50p            legs_zoh     220.2 1.227734e+00       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.5       0.10    d50p                srif     220.2 7.323036e-01  1.241046 0.970052 0.972840 1.181480e+00          NaN    0.010527
 bursty           0.5       0.10    d50p           srif_flat     220.2 1.945911e+00  2.240875 0.972840 0.972840 4.104110e+00          NaN    0.010527
 bursty           0.5       0.10    d50p    srif_transported     220.2 9.362934e+09  7.344759 0.889146 0.985106 1.560999e+05          NaN    0.010527
 bursty           0.5       0.10    d50p unhippo_linear_best     220.2 6.132012e-01  9.180399 1.000000 1.000000 3.928255e+03 1.000000e+09         NaN
 bursty           0.5       0.10    d50p unhippo_native_best     220.2 2.290818e+14 17.148960 1.000000 1.000000 2.881337e+13 1.000000e+13         NaN
 bursty           0.5       0.10    d50p    unhippo_zoh_best     220.2 9.884557e-01 10.940390 1.000000 1.000000 2.299145e+04 1.000000e+11         NaN
 bursty           0.5       0.25     all         legs_linear    1000.0 1.894188e-01       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.5       0.25     all            legs_zoh    1000.0 5.438609e-01       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.5       0.25     all                srif    1000.0 2.551018e-01 -0.200561 0.952500 0.986200 5.452688e-01          NaN    0.064003
 bursty           0.5       0.25     all           srif_flat    1000.0 1.224229e+00  0.470101 0.917600 0.947800 1.773856e+00          NaN    0.064003
 bursty           0.5       0.25     all    srif_transported    1000.0 1.378556e+10  2.760333 0.877500 0.945500 9.675847e+04          NaN    0.064003
 bursty           0.5       0.25     all unhippo_linear_best    1000.0 1.880281e-01  9.192816 1.000000 1.000000 3.999603e+03 1.000000e+09         NaN
 bursty           0.5       0.25     all unhippo_native_best    1000.0 5.641829e+13 13.960916 1.000000 1.000000 7.198313e+12 1.000000e+13         NaN
 bursty           0.5       0.25     all    unhippo_zoh_best    1000.0 4.478138e-01 10.049654 1.000000 1.000000 9.469061e+03 1.000000e+10         NaN
 bursty           0.5       0.25  d21_50         legs_linear     207.2 8.043914e-02       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.5       0.25  d21_50            legs_zoh     207.2 7.060219e-01       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.5       0.25  d21_50                srif     207.2 2.501417e-01  0.681917 0.972880 0.994248 7.653379e-01          NaN    0.064003
 bursty           0.5       0.25  d21_50           srif_flat     207.2 1.875413e+00  1.758038 0.915056 0.919481 2.274621e+00          NaN    0.064003
 bursty           0.5       0.25  d21_50    srif_transported     207.2 3.291118e+07  4.656681 0.852891 0.927733 4.268999e+03          NaN    0.064003
 bursty           0.5       0.25  d21_50 unhippo_linear_best     207.2 7.540953e-02  9.212311 1.000000 1.000000 4.080360e+03 1.000000e+09         NaN
 bursty           0.5       0.25  d21_50 unhippo_native_best     207.2 4.321736e+01 13.407364 1.000000 1.000000 1.231823e+07 1.000000e+13         NaN
 bursty           0.5       0.25  d21_50    unhippo_zoh_best     207.2 2.893969e-01 10.951549 1.000000 1.000000 2.335404e+04 1.000000e+11         NaN
 bursty           0.5       0.25    d50p         legs_linear     220.2 6.731408e-01       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.5       0.25    d50p            legs_zoh     220.2 1.283023e+00       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.5       0.25    d50p                srif     220.2 7.604752e-01  1.279821 0.991325 1.000000 1.253235e+00          NaN    0.064003
 bursty           0.5       0.25    d50p           srif_flat     220.2 3.112558e+00  2.459650 0.972840 0.972840 4.542762e+00          NaN    0.064003
 bursty           0.5       0.25    d50p    srif_transported     220.2 5.727529e+10  8.250939 0.859564 0.977660 4.004750e+05          NaN    0.064003
 bursty           0.5       0.25    d50p unhippo_linear_best     220.2 6.634052e-01  9.180399 1.000000 1.000000 3.928255e+03 1.000000e+09         NaN
 bursty           0.5       0.25    d50p unhippo_native_best     220.2 2.262458e+14 17.148960 1.000000 1.000000 2.881337e+13 1.000000e+13         NaN
 bursty           0.5       0.25    d50p    unhippo_zoh_best     220.2 1.018525e+00 10.940390 1.000000 1.000000 2.299145e+04 1.000000e+11         NaN
 bursty           0.7       0.10     all         legs_linear    1000.0 1.975786e-01       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.7       0.10     all            legs_zoh    1000.0 6.435889e-01       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.7       0.10     all                srif    1000.0 2.757907e-01 -0.119414 0.941500 0.973200 5.937197e-01          NaN    0.010729
 bursty           0.7       0.10     all           srif_flat    1000.0 1.139531e+00  0.531489 0.967900 0.985800 2.021711e+00          NaN    0.010729
 bursty           0.7       0.10     all    srif_transported    1000.0 6.809405e+09  3.561929 0.850700 0.938200 5.170110e+04          NaN    0.010729
 bursty           0.7       0.10     all unhippo_linear_best    1000.0 1.988783e-01  9.192816 1.000000 1.000000 3.999603e+03 1.000000e+09         NaN
 bursty           0.7       0.10     all unhippo_native_best    1000.0 5.420322e+13 13.980988 1.000000 1.000000 4.999823e+12 1.000000e+13         NaN
 bursty           0.7       0.10     all    unhippo_zoh_best    1000.0 5.401012e-01 10.049654 1.000000 1.000000 9.469061e+03 1.000000e+10         NaN
 bursty           0.7       0.10  d21_50         legs_linear     249.8 6.157743e-02       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.7       0.10  d21_50            legs_zoh     249.8 6.802359e-01       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.7       0.10  d21_50                srif     249.8 1.782652e-01  0.611885 0.964242 0.985659 6.965070e-01          NaN    0.010729
 bursty           0.7       0.10  d21_50           srif_flat     249.8 1.007300e+00  1.436782 1.000000 1.000000 2.096183e+00          NaN    0.010729
 bursty           0.7       0.10  d21_50    srif_transported     249.8 1.699833e+08  4.870262 0.814937 0.918219 4.134010e+03          NaN    0.010729
 bursty           0.7       0.10  d21_50 unhippo_linear_best     249.8 6.012752e-02  8.353822 1.000000 1.000000 1.705680e+03 1.000000e+08         NaN
 bursty           0.7       0.10  d21_50 unhippo_native_best     249.8 3.993667e+01 13.323043 1.000000 1.000000 7.367218e+06 1.000000e+13         NaN
 bursty           0.7       0.10  d21_50    unhippo_zoh_best     249.8 3.282598e-01 10.952453 1.000000 1.000000 2.331762e+04 1.000000e+11         NaN
 bursty           0.7       0.10    d50p         legs_linear     289.4 5.735781e-01       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.7       0.10    d50p            legs_zoh     289.4 1.263498e+00       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.7       0.10    d50p                srif     289.4 6.755195e-01  1.216196 0.986992 0.999187 1.141768e+00          NaN    0.010729
 bursty           0.7       0.10    d50p           srif_flat     289.4 2.910811e+00  2.375958 1.000000 1.000000 4.209191e+00          NaN    0.010729
 bursty           0.7       0.10    d50p    srif_transported     289.4 2.197132e+10  8.270480 0.804084 0.949398 1.683738e+05          NaN    0.010729
 bursty           0.7       0.10    d50p unhippo_linear_best     289.4 5.611346e-01  9.155031 1.000000 1.000000 3.811150e+03 1.000000e+09         NaN
 bursty           0.7       0.10    d50p unhippo_native_best     289.4 1.840971e+14 16.148802 1.000000 1.000000 1.670681e+13 1.000000e+13         NaN
 bursty           0.7       0.10    d50p    unhippo_zoh_best     289.4 9.998580e-01 10.904989 1.000000 1.000000 2.205468e+04 1.000000e+11         NaN
 bursty           0.7       0.25     all         legs_linear    1000.0 2.239227e-01       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.7       0.25     all            legs_zoh    1000.0 6.871517e-01       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.7       0.25     all                srif    1000.0 3.493414e-01  0.297947 0.938300 0.976700 6.698197e-01          NaN    0.064706
 bursty           0.7       0.25     all           srif_flat    1000.0 1.590385e+00  1.007881 0.962600 0.981700 2.326212e+00          NaN    0.064706
 bursty           0.7       0.25     all    srif_transported    1000.0 3.875499e+10  4.393746 0.892500 0.953200 1.233533e+05          NaN    0.064706
 bursty           0.7       0.25     all unhippo_linear_best    1000.0 2.208039e-01  9.192816 1.000000 1.000000 3.999603e+03 1.000000e+09         NaN
 bursty           0.7       0.25     all unhippo_native_best    1000.0 5.445995e+13 13.980988 1.000000 1.000000 4.999823e+12 1.000000e+13         NaN
 bursty           0.7       0.25     all    unhippo_zoh_best    1000.0 5.693247e-01 10.049654 1.000000 1.000000 9.469061e+03 1.000000e+10         NaN
 bursty           0.7       0.25  d21_50         legs_linear     249.8 9.744554e-02       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.7       0.25  d21_50            legs_zoh     249.8 7.318360e-01       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.7       0.25  d21_50                srif     249.8 3.108619e-01  0.926871 0.937124 0.992490 8.358334e-01          NaN    0.064706
 bursty           0.7       0.25  d21_50           srif_flat     249.8 2.015652e+00  1.831640 1.000000 1.000000 2.674997e+00          NaN    0.064706
 bursty           0.7       0.25  d21_50    srif_transported     249.8 7.343360e+08  5.679620 0.861376 0.926627 7.241096e+03          NaN    0.064706
 bursty           0.7       0.25  d21_50 unhippo_linear_best     249.8 8.947590e-02  9.211502 1.000000 1.000000 4.066201e+03 1.000000e+09         NaN
 bursty           0.7       0.25  d21_50 unhippo_native_best     249.8 4.018296e+01 13.323043 1.000000 1.000000 7.367218e+06 1.000000e+13         NaN
 bursty           0.7       0.25  d21_50    unhippo_zoh_best     249.8 3.467122e-01 10.952453 1.000000 1.000000 2.331762e+04 1.000000e+11         NaN
 bursty           0.7       0.25    d50p         legs_linear     289.4 6.048731e-01       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.7       0.25    d50p            legs_zoh     289.4 1.323360e+00       NaN      NaN      NaN          NaN          NaN         NaN
 bursty           0.7       0.25    d50p                srif     289.4 7.723131e-01  1.293864 0.981572 0.997290 1.182341e+00          NaN    0.064706
 bursty           0.7       0.25    d50p           srif_flat     289.4 3.138250e+00  2.469252 1.000000 1.000000 4.554340e+00          NaN    0.064706
 bursty           0.7       0.25    d50p    srif_transported     289.4 1.256862e+11  9.023792 0.907415 1.000000 4.039124e+05          NaN    0.064706
 bursty           0.7       0.25    d50p unhippo_linear_best     289.4 5.937493e-01  9.155031 1.000000 1.000000 3.811150e+03 1.000000e+09         NaN
 bursty           0.7       0.25    d50p unhippo_native_best     289.4 1.849378e+14 16.148802 1.000000 1.000000 1.670681e+13 1.000000e+13         NaN
 bursty           0.7       0.25    d50p    unhippo_zoh_best     289.4 1.038174e+00 10.904989 1.000000 1.000000 2.205468e+04 1.000000e+11         NaN
poisson           0.3       0.10     all         legs_linear    1000.0 6.253878e-04       NaN      NaN      NaN          NaN          NaN         NaN
poisson           0.3       0.10     all            legs_zoh    1000.0 6.751757e-04       NaN      NaN      NaN          NaN          NaN         NaN
poisson           0.3       0.10     all                srif    1000.0 4.022595e-04 -2.536702 0.928500 0.961600 2.148252e-02          NaN    0.010751
poisson           0.3       0.10     all           srif_flat    1000.0 4.020075e-04 -2.537022 0.928800 0.961600 2.148793e-02          NaN    0.010751
poisson           0.3       0.10     all    srif_transported    1000.0 3.997746e-04 -2.537917 0.929200 0.961800 2.148653e-02          NaN    0.010751
poisson           0.3       0.10     all unhippo_linear_best    1000.0 1.743381e-03  8.351815 1.000000 1.000000 1.706872e+03 1.000000e+08         NaN
poisson           0.3       0.10     all unhippo_native_best    1000.0 1.663173e-03  7.570806 1.000000 1.000000 7.840076e+02 1.000000e+07         NaN
poisson           0.3       0.10     all    unhippo_zoh_best    1000.0 1.778098e-03  8.351815 1.000000 1.000000 1.706872e+03 1.000000e+08         NaN
poisson           0.3       0.25     all         legs_linear    1000.0 2.994533e-03       NaN      NaN      NaN          NaN          NaN         NaN
poisson           0.3       0.25     all            legs_zoh    1000.0 3.300408e-03       NaN      NaN      NaN          NaN          NaN         NaN
poisson           0.3       0.25     all                srif    1000.0 2.507505e-03 -1.622675 0.927900 0.959800 5.332472e-02          NaN    0.066400
poisson           0.3       0.25     all           srif_flat    1000.0 2.512113e-03 -1.621983 0.929700 0.960200 5.340750e-02          NaN    0.066400
poisson           0.3       0.25     all    srif_transported    1000.0 2.484321e-03 -1.624060 0.930000 0.960500 5.338758e-02          NaN    0.066400
poisson           0.3       0.25     all unhippo_linear_best    1000.0 3.463713e-03  8.351815 1.000000 1.000000 1.706872e+03 1.000000e+08         NaN
poisson           0.3       0.25     all unhippo_native_best    1000.0 3.253252e-03  8.435971 1.000000 1.000000 1.860970e+03 1.000000e+08         NaN
poisson           0.3       0.25     all    unhippo_zoh_best    1000.0 3.658329e-03  8.351815 1.000000 1.000000 1.706872e+03 1.000000e+08         NaN
poisson           0.5       0.10     all         legs_linear    1000.0 8.554527e-04       NaN      NaN      NaN          NaN          NaN         NaN
poisson           0.5       0.10     all            legs_zoh    1000.0 1.044376e-03       NaN      NaN      NaN          NaN          NaN         NaN
poisson           0.5       0.10     all                srif    1000.0 6.494319e-04 -2.392773 0.936900 0.972700 2.545419e-02          NaN    0.010606
poisson           0.5       0.10     all           srif_flat    1000.0 6.496457e-04 -2.392830 0.937000 0.972800 2.546359e-02          NaN    0.010606
poisson           0.5       0.10     all    srif_transported    1000.0 6.365765e-04 -2.394673 0.938200 0.973100 2.546179e-02          NaN    0.010606
poisson           0.5       0.10     all unhippo_linear_best    1000.0 1.972113e-03  8.351815 1.000000 1.000000 1.706872e+03 1.000000e+08         NaN
poisson           0.5       0.10     all unhippo_native_best    1000.0 1.823135e-03  7.651419 1.000000 1.000000 8.486497e+02 1.000000e+07         NaN
poisson           0.5       0.10     all    unhippo_zoh_best    1000.0 2.202997e-03  8.351815 1.000000 1.000000 1.706872e+03 1.000000e+08         NaN
poisson           0.5       0.25     all         legs_linear    1000.0 4.559507e-03       NaN      NaN      NaN          NaN          NaN         NaN
poisson           0.5       0.25     all            legs_zoh    1000.0 5.482211e-03       NaN      NaN      NaN          NaN          NaN         NaN
poisson           0.5       0.25     all                srif    1000.0 4.026327e-03 -1.481236 0.933500 0.971200 6.286854e-02          NaN    0.064916
poisson           0.5       0.25     all           srif_flat    1000.0 4.059608e-03 -1.479177 0.932700 0.971500 6.301008e-02          NaN    0.064916
poisson           0.5       0.25     all    srif_transported    1000.0 3.865564e-03 -1.483689 0.935300 0.972000 6.298500e-02          NaN    0.064916
poisson           0.5       0.25     all unhippo_linear_best    1000.0 4.630837e-03  8.351815 1.000000 1.000000 1.706872e+03 1.000000e+08         NaN
poisson           0.5       0.25     all unhippo_native_best    1000.0 4.386376e-03  7.651419 1.000000 1.000000 8.486497e+02 1.000000e+07         NaN
poisson           0.5       0.25     all    unhippo_zoh_best    1000.0 5.518597e-03  8.351815 1.000000 1.000000 1.706872e+03 1.000000e+08         NaN
poisson           0.7       0.10     all         legs_linear    1000.0 1.526769e-03       NaN      NaN      NaN          NaN          NaN         NaN
poisson           0.7       0.10     all            legs_zoh    1000.0 2.100328e-03       NaN      NaN      NaN          NaN          NaN         NaN
poisson           0.7       0.10     all                srif    1000.0 1.387661e-03 -2.065580 0.915900 0.964900 3.354377e-02          NaN    0.010353
poisson           0.7       0.10     all           srif_flat    1000.0 1.392996e-03 -2.064690 0.916800 0.964900 3.356871e-02          NaN    0.010353
poisson           0.7       0.10     all    srif_transported    1000.0 1.363485e-03 -2.067342 0.918500 0.965900 3.356514e-02          NaN    0.010353
poisson           0.7       0.10     all unhippo_linear_best    1000.0 2.500111e-03  8.351815 1.000000 1.000000 1.706872e+03 1.000000e+08         NaN
poisson           0.7       0.10     all unhippo_native_best    1000.0 2.324433e-03  7.767748 1.000000 1.000000 9.546422e+02 1.000000e+07         NaN
poisson           0.7       0.10     all    unhippo_zoh_best    1000.0 3.208638e-03  8.351815 1.000000 1.000000 1.706872e+03 1.000000e+08         NaN
poisson           0.7       0.25     all         legs_linear    1000.0 8.629363e-03       NaN      NaN      NaN          NaN          NaN         NaN
poisson           0.7       0.25     all            legs_zoh    1000.0 1.023906e-02       NaN      NaN      NaN          NaN          NaN         NaN
poisson           0.7       0.25     all                srif    1000.0 8.495822e-03 -1.157140 0.908300 0.958500 8.108907e-02          NaN    0.060961
poisson           0.7       0.25     all           srif_flat    1000.0 8.702443e-03 -1.150722 0.908000 0.959500 8.144024e-02          NaN    0.060961
poisson           0.7       0.25     all    srif_transported    1000.0 8.265003e-03 -1.157092 0.911400 0.963500 8.139369e-02          NaN    0.060961
poisson           0.7       0.25     all unhippo_linear_best    1000.0 8.119346e-03  9.192816 1.000000 1.000000 3.999603e+03 1.000000e+09         NaN
poisson           0.7       0.25     all unhippo_native_best    1000.0 6.504605e-03  7.767748 1.000000 1.000000 9.546422e+02 1.000000e+07         NaN
poisson           0.7       0.25     all    unhippo_zoh_best    1000.0 9.372789e-03  9.192816 1.000000 1.000000 3.999603e+03 1.000000e+09         NaN

Wrote 32340 rows to runs/e2_full
